.	O

i	O
have	O
eaten	O
here	O
a	O
handful	O
of	O
times	O
,	O
for	O
no	O
reason	O
besides	O
sheer	O
convenience	O
.	O

obviously	O
run	O
by	O
folks	O
who	O
know	O
a	O
pie	O
.	O

we	O
were	O
very	O
disappointed	O
.	O

it	O
is	O
definitely	O
special	O
and	O
affordable	O
.	O

i	O
really	O
liked	O
this	O
place	O
.	O

i	O
will	O
be	O
going	O
back	O
very	O
soon	O
.	O

all	O
the	O
money	O
went	O
into	O
the	O
interior	B-POS
decoration	I-POS
,	O
none	O
of	O
it	O
went	O
to	O
the	O
chefs	B-NEG
.	O

the	O
seats	B-NEG
are	O
uncomfortable	O
if	O
you	O
are	O
sitting	O
against	O
the	O
wall	O
on	O
wooden	O
benches	O
.	O

i	O
asked	O
for	O
seltzer	B-NEU
with	I-NEU
lime	I-NEU
,	O
no	O
ice	O
.	O

it	O
was	O
pretty	O
inexpensive	O
too	O
.	O

will	O
not	O
be	O
back	O
.	O

do	O
n't	O
go	O
alone	O
-	O
even	O
two	O
people	O
is	O
n't	O
enough	O
for	O
the	O
whole	O
experience	O
,	O
with	O
pickles	B-POS
and	O
a	O
selection	B-POS
of	I-POS
meats	I-POS
and	I-POS
seafoods	I-POS
.	O

my	O
suggestion	O
is	O
to	O
eat	B-POS
family	I-POS
style	I-POS
because	O
you	O
'll	O
want	O
to	O
try	O
the	O
other	O
dishes	B-NEU
.	O

best	O
of	O
all	O
is	O
the	O
warm	O
vibe	B-POS
,	O
the	O
owner	B-POS
is	O
super	O
friendly	O
and	O
service	B-POS
is	O
fast	O
.	O

this	O
is	O
n't	O
a	O
value	O
joint	O
.	O

faan	O
's	O
got	O
a	O
great	O
concept	O
but	O
a	O
little	O
rough	O
on	O
the	O
delivery	B-NEG
.	O

from	O
the	O
incredible	O
food	B-POS
,	O
to	O
the	O
warm	O
atmosphere	B-POS
,	O
to	O
the	O
friendly	O
service	B-POS
,	O
this	O
downtown	O
neighborhood	O
spot	O
does	O
n't	O
miss	O
a	O
beat	O
.	O

great	O
food	B-POS
at	O
reasonable	O
prices	B-POS
,	O
makes	O
for	O
an	O
evening	O
that	O
ca	O
n't	O
be	O
beat	O
!	O

look	O
foward	O
to	O
trying	O
the	O
ruben	O
upon	O
returning	O
.	O

the	O
only	O
other	O
steakhouse	O
that	O
seems	O
to	O
hold	O
a	O
candle	O
to	O
roth	O
's	O
is	O
the	O
strip	O
house	O
.	O

we	O
usually	O
go	O
to	O
the	O
chart	O
house	O
to	O
celebrate	O
a	O
birthday	O
or	O
anniversary	O
.	O

this	O
little	O
place	O
has	O
a	O
cute	O
interior	B-POS
decor	I-POS
and	O
affordable	O
city	O
prices	B-POS
.	O

you	O
'll	O
adore	O
it	O
.	O

two	O
words	O
free	O
wine	B-POS
.	O

the	O
price	B-POS
is	O
reasonable	O
although	O
the	O
service	B-NEG
is	O
poor	O
.	O

the	O
quantity	B-POS
is	O
also	O
very	O
good	O
,	O
you	O
will	O
come	O
out	O
satisfied	O
.	O

i	O
have	O
been	O
to	O
roth	O
's	O
twice	O
and	O
both	O
times	O
were	O
very	O
disappointing	O
.	O

worth	O
visiting	O
the	O
1st	O
ave	O
spot	O
because	O
it	O
is	O
the	O
original	O
store	O
.	O

i	O
stumbled	O
upon	O
this	O
second	O
floor	O
walk-up	O
two	O
fridays	O
ago	O
when	O
i	O
was	O
with	O
two	O
friends	O
in	O
town	O
from	O
l.a.	O
being	O
serious	O
sushi	B-NEU
lovers	O
,	O
we	O
sat	O
at	O
the	O
sushi	B-NEU
bar	I-NEU
to	O
be	O
closer	O
to	O
the	O
action	O
.	O

raga	O
's	O
is	O
a	O
romantic	O
,	O
cozy	O
restaurant	O
.	O

the	O
fried	B-POS
rice	I-POS
is	O
amazing	O
here	O
.	O

three	O
courses	B-NEU
-	O
choices	O
include	O
excellent	O
mussels	B-POS
,	O
puff	B-POS
pastry	I-POS
goat	I-POS
cheese	I-POS
and	O
salad	B-POS
with	I-POS
a	I-POS
delicious	I-POS
dressing	I-POS
,	O
and	O
a	O
hanger	B-POS
steak	I-POS
au	I-POS
poivre	I-POS
that	O
is	O
out	O
of	O
this	O
world	O
.	O

it	O
's	O
a	O
perfect	O
place	O
to	O
have	O
a	O
amanzing	O
indian	B-POS
food	I-POS
.	O

the	O
place	B-POS
is	O
so	O
cool	O
and	O
the	O
service	B-POS
is	O
prompt	O
and	O
curtious	O
.	O

at	O
the	O
end	O
you	O
're	O
left	O
with	O
a	O
mild	O
broth	B-POS
with	I-POS
noodles	I-POS
that	O
you	O
can	O
slurp	O
out	O
of	O
a	O
cup	O
.	O

i	O
just	O
wonder	O
how	O
you	O
can	O
have	O
such	O
a	O
delicious	O
meal	B-POS
for	O
such	O
little	O
money	B-POS
.	O

the	O
wine	B-POS
list	I-POS
is	O
excellent	O
.	O

so	O
garantuan	O
that	O
you	O
ca	O
n't	O
fit	O
them	O
in	O
a	O
toaster	O
.	O

ive	O
been	O
to	O
many	O
thai	O
restaurants	O
in	O
manhattan	O
before	O
,	O
and	O
toons	O
is	O
by	O
far	O
the	O
best	O
thai	B-POS
food	I-POS
ive	O
had	O
(	O
except	O
for	O
my	O
mom	O
's	O
of	O
course	O
)	O
.	O

they	O
wouldnt	O
even	O
let	O
me	O
finish	O
my	O
glass	B-NEU
of	I-NEU
wine	I-NEU
before	O
offering	O
another	O
.	O

i	O
highly	O
recommend	O
the	O
sophia	O
pizza	O
.	O

whem	O
asked	O
,	O
we	O
had	O
to	O
ask	O
more	O
detailed	O
questions	O
so	O
that	O
we	O
knew	O
what	O
the	O
specials	B-NEU
were	O
.	O

this	O
is	O
a	O
consistently	O
great	O
place	O
to	O
dine	B-POS
for	O
lunch	B-NEU
or	O
dinner	B-NEU
.	O

nice	O
atmosphere	B-POS
,	O
the	O
service	B-POS
was	O
very	O
pleasant	O
and	O
the	O
desert	B-POS
was	O
good	O
.	O

all	O
the	O
people	O
that	O
i	O
bring	O
there	O
go	O
back	O
on	O
their	O
own	O
and	O
bring	O
their	O
friends	O
!	O

after	O
really	O
enjoying	O
ourselves	O
at	O
the	O
bar	B-POS
we	O
sat	O
down	O
at	O
a	O
table	B-NEU
and	O
had	O
dinner	B-NEU
.	O

fabulous	O
service	B-POS
,	O
fantastic	O
food	B-POS
,	O
and	O
a	O
chilled	O
out	O
atmosphere	B-POS
and	O
environment	B-POS
.	O

not	O
what	O
i	O
wanted	O
to	O
hear	O
.	O

try	O
the	O
lasagnette	B-POS
appetizer	I-POS
.	O

pricey	O
,	O
but	O
worth	O
a	O
try	O
,	O
at	O
least	O
once	O
.	O

i	O
've	O
been	O
there	O
a	O
few	O
times	O
,	O
and	O
i	O
usually	O
end	O
up	O
sitting	O
next	O
to	O
some	O
pretty	O
odd	O
people	O
.	O

i	O
liked	O
the	O
beer	B-POS
selection	I-POS
!	O

great	O
food	B-POS
,	O
good	O
size	O
menu	B-POS
,	O
great	O
service	B-POS
and	O
an	O
unpretensious	O
setting	B-POS
.	O

go	O
here	O
for	O
a	O
romantic	O
dinner	B-POS
but	O
not	O
for	O
an	O
all	O
out	O
wow	O
dining	B-POS
experience	O
.	O

ca	O
n't	O
wait	O
to	O
go	O
back	O
.	O

i	O
grew	O
up	O
eating	O
dosa	B-NEU
and	O
have	O
yet	O
to	O
find	O
a	O
place	O
in	O
ny	O
to	O
satisfy	O
my	O
taste	O
buds	O
.	O

wine	B-POS
list	I-POS
selection	I-POS
is	O
good	O
and	O
wine-by-the-glass	B-POS
was	O
generously	O
filled	O
to	O
the	O
top	O
.	O

with	O
the	O
great	O
variety	O
on	O
the	O
menu	B-POS
,	O
i	O
eat	O
here	O
often	O
and	O
never	O
get	O
bored	O
.	O

the	O
menu	B-NEG
is	O
very	O
limited	O
-	O
i	O
think	O
we	O
counted	O
4	O
or	O
5	O
entrees	B-NEG
.	O

if	O
you	O
are	O
a	O
carnivore	O
,	O
come	O
hungry	O
and	O
you	O
will	O
leave	O
more	O
satisfied	O
than	O
you	O
have	O
ever	O
been	O
.	O

the	O
menu	B-NEG
is	O
limited	O
but	O
almost	O
all	O
of	O
the	O
dishes	B-POS
are	O
excellent	O
.	O

not	O
too	O
crazy	O
about	O
their	O
sake	B-NEG
martini	I-NEG
.	O

great	O
bagels	B-POS
,	O
spreads	B-POS
and	O
a	O
good	O
place	O
to	O
hang	O
out	O
in	O
.	O

whoever	O
the	O
jazz	O
duo	O
was	O
,	O
they	O
were	O
on	O
point	O
.	O

one	O
thing	O
i	O
liked	O
about	O
this	O
place	O
is	O
that	O
i	O
never	O
felt	O
rushed	O
or	O
pressured	O
to	O
give	O
up	O
my	O
table	B-NEU
ot	O
incoming	O
guests	O
.	O

this	O
place	O
is	O
a	O
great	O
bargain	O
.	O

we	O
happened	O
upon	O
this	O
place	O
purely	O
by	O
accident	O
and	O
were	O
pleased	O
with	O
the	O
results	O
.	O

unfortunately	O
,	O
the	O
food	B-POS
is	O
outstanding	O
,	O
but	O
everything	O
else	O
about	O
this	O
restaurant	O
is	O
the	O
pits	O
.	O

deff	O
recimmend	O
bukhara	O
they	O
also	O
have	O
opened	O
two	O
new	O
locations	O
guess	O
ill	O
try	O
them	O
out	O
.	O

we	O
always	O
have	O
a	O
delicious	O
meal	B-POS
and	O
always	O
leave	O
feeling	O
satisfied	O
.	O

dip	O
the	O
ingredients	B-NEU
in	O
with	O
your	O
chopsticks	B-NEU
,	O
swirl	O
them	O
around	O
,	O
and	O
eat	O
.	O

first	O
went	O
here	O
to	O
enjoy	O
their	O
garden	B-POS
terrace	I-POS
.	O

my	O
husbands	O
was	O
perfect	O
,	O
my	O
was	O
well	O
done	O
and	O
dry	O
.	O

everyone	O
i	O
have	O
spoken	O
too	O
there	O
is	O
super	O
friendly	O
,	O
helpful	O
,	O
and	O
willing	O
to	O
the	O
extra	O
mile	O
for	O
a	O
customer	O
.	O

the	O
pizza	B-POS
was	O
pretty	O
good	O
and	O
huge	O
.	O

sapphire	O
is	O
the	O
only	O
indian	O
restaurant	O
i	O
go	O
to	O
when	O
i	O
'm	O
in	O
nyc	O
.	O

the	O
cuisine	B-NEU
from	O
what	O
i	O
've	O
gathered	O
is	O
authentic	O
taiwanese	O
,	O
though	O
its	O
very	O
different	O
from	O
what	O
i	O
've	O
been	O
accustomed	O
to	O
in	O
taipei	O
.	O

i	O
heartily	O
recommend	O
.	O

heartland	O
brewery	O
is	O
by	O
far	O
one	O
of	O
the	O
best	O
places	O
in	O
nyc	O
to	O
make	O
new	O
friends	O
and	O
catch	O
up	O
with	O
old	O
ones	O
.	O

i	O
almost	O
hesititate	O
to	O
write	O
a	O
review	O
because	O
the	O
atmosphere	B-POS
was	O
so	O
great	O
and	O
i	O
would	O
hate	O
for	O
it	O
too	O
become	O
to	O
crowded	O
.	O

they	O
are	O
often	O
crowded	B-NEG
on	O
the	O
weekends	O
but	O
they	O
are	O
efficient	O
and	O
accurate	O
with	O
their	O
service	B-POS
.	O

all	O
my	O
co-workers	O
were	O
amazed	O
at	O
how	O
small	O
the	O
dish	B-NEG
was	O
.	O

the	O
atmosphere	B-POS
is	O
unheralded	O
,	O
the	O
service	B-POS
impecible	O
,	O
and	O
the	O
food	B-POS
magnificant	O
.	O

we	O
ordered	O
the	O
special	O
,	O
grilled	B-NEG
branzino	I-NEG
,	O
that	O
was	O
so	O
infused	O
with	O
bone	O
,	O
it	O
was	O
difficult	O
to	O
eat	O
.	O

the	O
wait	B-POS
staff	I-POS
is	O
friendly	O
,	O
and	O
the	O
food	B-POS
has	O
gotten	O
better	O
and	O
better	O
!	O

this	O
place	O
,	O
which	O
is	O
only	O
a	O
few	O
months	O
old	O
,	O
is	O
perhaps	O
queens	O
'	O
biggest	O
secret	O
!	O

it	O
may	O
be	O
a	O
bit	O
packed	B-NEG
on	O
weekends	O
,	O
but	O
the	O
vibe	B-POS
is	O
good	O
and	O
it	O
is	O
the	O
best	O
french	B-POS
food	I-POS
you	O
will	O
find	O
in	O
the	O
area	O
.	O

this	O
place	O
is	O
so	O
much	O
fun	O
.	O

i	O
was	O
glad	O
i	O
did	O
.	O

right	O
off	O
the	O
l	O
in	O
brooklyn	O
this	O
is	O
a	O
nice	O
cozy	O
place	B-POS
with	O
good	O
pizza	B-POS
.	O

i	O
've	O
never	O
been	O
treated	O
so	O
rudely	O
.	O

i	O
'll	O
be	O
back	O
soon	O
.	O

le	O
pere	O
pinard	O
has	O
a	O
15	O
pre-theater	B-POS
menu	I-POS
that	O
is	O
outstanding	O
.	O

went	O
inside	O
and	O
i	O
started	O
to	O
get	O
excited	O
.	O

i	O
also	O
ordered	O
for	O
delivery	B-NEG
and	O
the	O
restaurant	O
forgot	O
half	O
the	O
order	B-NEG
.	O

our	O
server	B-NEG
checked	O
on	O
us	O
maybe	O
twice	O
during	O
the	O
entire	O
meal	B-NEU
.	O

however	O
,	O
it	O
is	O
jus	O
too	O
good	O
to	O
not	O
praise	O
it	O
.	O

we	O
have	O
been	O
to	O
montparnasse	O
many	O
times	O
and	O
return	O
often	O
for	O
good	O
reason	O
.	O

the	O
strong	O
scents	B-NEG
coming	O
from	O
the	O
left	O
and	O
right	O
of	O
me	O
negatively	O
affected	O
my	O
taste	O
buds	O
.	O

we	O
had	O
the	O
lobster	B-POS
sandwich	I-POS
and	O
it	O
was	O
fantastic	O
.	O

it	O
's	O
somewhere	O
you	O
can	O
eat	O
and	O
be	O
happy	O
.	O

if	O
you	O
wrote	O
a	O
bad	O
review	O
,	O
it	O
's	O
because	O
you	O
do	O
n't	O
understand	O
what	O
rao	O
's	O
is	O
all	O
about	O
.	O

had	O
we	O
been	O
stalling	O
i	O
could	O
understand	O
where	O
they	O
were	O
coming	O
from	O
,	O
but	O
we	O
had	O
been	O
there	O
less	O
than	O
an	O
hour	O
and	O
they	O
had	O
n't	O
even	O
brought	O
us	O
a	O
check	B-NEG
yet	O
!	O

but	O
overall	O
i	O
give	O
it	O
a	O
10	O

deep	B-POS
fried	I-POS
skewers	I-POS
are	O
good	O
and	O
still	O
rare	O
to	O
find	O
in	O
nyc	O
.	O

i	O
have	O
tried	O
to	O
make	O
reservations	B-NEU
,	O
but	O
both	O
times	O
,	O
the	O
hostess	B-NEG
did	O
n't	O
have	O
my	O
name	O
.	O

i	O
also	O
recommend	O
the	O
rice	B-POS
dishes	I-POS
or	O
the	O
different	O
varieties	O
of	O
congee	B-POS
(	I-POS
rice	I-POS
porridge	I-POS
)	I-POS
.	O

their	O
tuna	B-POS
tartar	I-POS
appetizer	I-POS
is	O
to	O
die	O
for	O
.	O

this	O
was	O
one	O
of	O
the	O
best	O
restaurants	O
i	O
've	O
ever	O
been	O
to	O
.	O

this	O
restaurant	O
used	O
to	O
be	O
pretty	O
decent	O
.	O

if	O
you	O
love	O
wine	B-POS
and	O
cheese	B-POS
and	O
delicious	O
french	B-POS
fare	I-POS
,	O
you	O
'll	O
love	O
artisanal	O
!	O

i	O
love	O
indian	B-POS
food	I-POS
and	O
consider	O
myself	O
to	O
be	O
quite	O
an	O
expert	O
on	O
it	O
.	O

some	O
baby	B-NEU
pizzas	I-NEU
get	O
their	O
wish	O
.	O

plenty	O
of	O
choices	O
to	O
make	O
your	O
own	O
creation	O
.	O

it	O
was	O
tiny	O
and	O
i	O
felt	O
like	O
i	O
was	O
eating	O
in	O
someone	O
's	O
living	O
room	O
.	O

i	O
was	O
there	O
on	O
sat	O
.	O

overall	O
a	O
oh	O
ya	O
even	O
though	O
there	O
is	O
waiting	B-NEG
it	O
is	O
deff	O
worth	O
it	O

the	O
lava	B-POS
cake	I-POS
dessert	I-POS
was	O
incredible	O
and	O
i	O
recommend	O
it	O
.	O

vt	O
is	O
what	O
baby	B-NEU
pizzas	I-NEU
hope	O
to	O
be	O
when	O
they	O
grow	O
up	O
.	O

from	O
the	O
terrible	O
service	B-NEG
,	O
to	O
the	O
bland	O
food	B-NEG
,	O
not	O
to	O
mention	O
the	O
unaccommodating	O
managers	B-NEG
,	O
the	O
overall	O
experience	O
was	O
horrible	O
.	O

lahore	O
is	O
a	O
great	O
place	O
to	O
duck	O
into	O
late-night	O
when	O
you	O
need	O
some	O
really	O
tasty	O
food	B-POS
on	O
the	O
cheap	O
-	O
you	O
'll	O
likely	O
have	O
trouble	O
finishing	O
the	O
amount	O
of	O
food	B-POS
you	O
get	O
for	O
four	O
dollars	O
.	O

the	O
last	O
time	O
i	O
went	O
we	O
were	O
seated	O
at	O
a	O
table	B-NEG
in	O
a	O
corridor	O
next	O
to	O
the	O
kitchen	O
.	O

good	O
selection	B-POS
of	I-POS
wines	I-POS
ranging	O
from	O
affordable	O
to	O
high	O
end	O
.	O

nice	O
restaurant	O
overall	O
,	O
with	O
classic	O
upscale	O
italian	B-POS
decor	I-POS
.	O

not	O
impressed	O
with	O
the	O
food	B-NEG
.	O

the	O
entire	O
dining	B-POS
experience	I-POS
was	O
wonderful	O
!	O

the	O
wine	B-POS
selection	I-POS
(	O
by	O
the	O
glass	O
and	O
bottle	O
)	O
is	O
wonderful	O
and	O
i	O
always	O
recommend	O
that	O
friends	O
make	O
a	O
reservation	B-NEU
if	O
they	O
're	O
going	O
to	O
be	O
in	O
town	O
.	O

service	B-POS
is	O
highly	O
refined	O
our	O
seating	O
was	O
delayed	O
35	O
minutes	O
past	O
our	O
reservation	B-NEG
and	O
the	O
maitre	B-POS
d	O
'	O
apologized	O
and	O
regularly	O
kept	O
us	O
apprised	O
of	O
progress	O
.	O

order	O
the	O
panang	B-POS
duck	I-POS
,	O
it	O
's	O
fantastic	O
.	O

other	O
than	O
the	O
crappy	O
service	B-NEG
from	O
two	O
individuals	O
,	O
it	O
's	O
great	O
.	O

what	O
more	O
can	O
you	O
ask	O
for	O
?	O

wondering	O
who	O
had	O
the	O
best	O
deals	O
we	O
noticed	O
a	O
line	O
had	O
formed	O
to	O
wait	O
for	O
this	O
one	O
particular	O
establishment	O
.	O

they	O
have	O
authentic	O
indian	B-POS
at	O
amazin	O
prices	B-POS
.	O

you	O
are	O
treated	O
just	O
like	O
royality	O
.	O

there	O
's	O
nice	O
and	O
quiet	O
,	O
small	O
but	O
enough	O
for	O
6	O
(	O
or	O
more	O
)	O
.	O

ambiance	B-POS
-	O
relaxed	O
and	O
stylish	O
.	O

i	O
've	O
never	O
felt	O
more	O
unwelcome	O
than	O
last	O
month	O
at	O
jimmy	O
's	O
bronx	O
cafe	O
.	O

luckily	O
we	O
saved	O
room	O
for	O
the	O
bbq	B-POS
salmon	I-POS
,	O
sea	B-POS
bass	I-POS
and	O
crispy	B-POS
duck	I-POS
.	O

yes	O
,	O
they	O
use	O
fancy	O
ingredients	B-POS
,	O
but	O
even	O
fancy	O
ingredients	B-POS
do	O
n't	O
make	O
for	O
good	O
pizza	B-NEG
unless	O
someone	O
knows	O
how	O
to	O
get	O
the	O
crust	B-NEU
right	O
.	O

looking	O
from	O
the	O
outside	O
in	O
,	O
one	O
would	O
hesitate	O
to	O
enter	O
this	O
hole	O
in	O
the	O
wall	O
(	O
really	O
,	O
that	O
's	O
what	O
it	O
is	O
)	O
.	O

and	O
yes	O
dal	B-POS
bukhara	I-POS
is	O
so	O
dam	O
good	O
and	O
so	O
are	O
all	O
the	O
kababs	B-POS
.	O

i	O
look	O
forward	O
to	O
eating	B-POS
here	O
again	O

i	O
've	O
been	O
coming	O
here	O
as	O
a	O
child	O
and	O
always	O
come	O
back	O
for	O
the	O
taste	B-POS
.	O

tuk	O
tuk	O
is	O
one	O
of	O
those	O
comfortable	O
neighborhood	O
joints	O
where	O
you	O
know	O
you	O
will	O
always	O
have	O
a	O
good	O
meal	B-POS
at	O
a	O
fair	O
price	B-POS
.	O

a	O
glass	B-POS
of	I-POS
leaping	I-POS
lizard	I-POS
,	O
a	O
glass	B-POS
of	I-POS
prosecco	I-POS
,	O
and	O
the	O
mussels	B-POS
had	O
everything	O
happy	O
.	O

food	B-NEU
was	O
average	O
and	O
creme	B-NEG
brulee	I-NEG
was	O
awful	O
-	O
the	O
sugar	B-NEG
was	O
charred	O
,	O
not	O
caramelized	O
and	O
smelled	O
of	O
kerosene	O
.	O

the	O
food	B-POS
always	O
tastes	O
fresh	O
and	O
served	B-POS
promptly	O
.	O

i	O
know	O
because	O
i	O
live	O
nearby	O
.	O

the	O
pizza	B-POS
here	O
is	O
delicious	O
.	O

my	O
entire	O
family	O
was	O
horrified	O
.	O

on	O
a	O
monthly	O
basis	O
my	O
friends	O
and	O
i	O
get	O
together	O
and	O
have	O
a	O
girls	O
night	O
out	O
.	O

pizza	B-POS
and	O
garlic	B-POS
knots	I-POS
are	O
great	O
as	O
well	O
,	O
i	O
order	O
from	O
them	O
quite	O
often	O
and	O
the	O
delivery	B-POS
is	O
always	O
super	O
quick	O
!	O

for	O
great	O
chinese	B-POS
food	I-POS
nearby	O
,	O
you	O
have	O
wu	O
liang	O
ye	O
and	O
grand	O
sichuan	O
just	O
a	O
block	O
away	O
.	O

but	O
who	O
says	O
murray	O
's	O
is	O
anything	O
about	O
service	B-NEU
.	O

this	O
place	O
is	O
really	O
trendi	O
but	O
they	O
have	O
forgotten	O
about	O
the	O
most	O
important	O
part	O
of	O
a	O
restaurant	O
,	O
the	O
food	B-NEG
.	O

i	O
have	O
never	O
been	O
disappointed	O
in	O
the	O
red	O
eye	O
.	O

hats	O
off	O
to	O
the	O
chef	B-POS
.	O

this	O
should	O
have	O
been	O
done	O
in	O
a	O
back	O
room	O
-	O
away	O
from	O
customers	O
.	O

service	B-NEG
could	O
be	O
improved	O
but	O
overall	O
this	O
is	O
a	O
place	O
that	O
understands	O
the	O
importance	O
of	O
little	O
things	O
(	O
the	O
heavy	O
,	O
black	O
,	O
antique-seeming	O
teapot	B-POS
,	O
for	O
one	O
)	O
in	O
the	O
restaurant	O
experience	O
.	O

glad	O
you	O
have	O
the	O
luxury	O
to	O
throw	O
out	O
paying	O
customers	O
.	O

the	O
pizza	B-POS
is	O
delicious	O
-	O
they	O
use	O
fresh	B-POS
mozzarella	I-POS
instead	O
of	O
the	O
cheap	O
,	O
frozen	O
,	O
shredded	O
cheese	B-NEG
common	O
to	O
most	O
pizzaria	O
's	O
.	O

its	O
an	O
excellent	O
place	B-POS
to	O
relax	O
and	O
the	O
food	B-POS
is	O
one	O
of	O
the	O
best	O
in	O
the	O
city	O
of	O
new	O
york	O
.	O

service	B-POS
is	O
friendly	O
,	O
and	O
never	O
had	O
a	O
problem	O
walking	O
in	O
and	O
getting	B-POS
a	I-POS
table	I-POS
.	O

check	O
it	O
out	O

first	O
off	O
,	O
the	O
waitress	B-NEG
was	O
completely	O
unattentive	O
the	O
2	O
times	O
we	O
saw	O
her	O
(	O
odd	O
in	O
a	O
restaurant	O
with	O
6	O
tables	B-NEU
)	O
and	O
got	O
our	O
order	O
wrong	O
.	O

do	O
n't	O
go	O
.	O

the	O
food	B-NEG
was	O
bland	O
oily	O
.	O

but	O
they	O
do	O
.	O

what	O
is	O
even	O
better	O
,	O
is	O
that	O
the	O
prices	B-POS
are	O
very	O
affordable	O
as	O
well	O
,	O
and	O
the	O
food	B-POS
is	O
really	O
good	O
.	O

the	O
fish	B-POS
is	O
fresh	O
but	O
the	O
variety	B-NEG
of	I-NEG
fish	I-NEG
is	O
nothing	O
out	O
of	O
ordinary	O
.	O

look	O
i	O
dont	O
know	O
if	O
the	O
people	O
who	O
wrote	O
the	O
reviews	O
have	O
ever	O
been	O
to	O
a	O
decent	O
place	O
(	O
please	O
try	O
someother	O
places	O
)	O
.	O

suan	O
has	O
challenged	O
this	O
loyalty	O
.	O

our	O
favorite	O
meal	B-POS
is	O
a	O
pesto	B-POS
pizza	I-POS
,	O
the	O
house	B-POS
salad	I-POS
,	O
and	O
a	O
good	O
bottle	B-POS
of	I-POS
wine	I-POS
.	O

and	O
kruno	O
,	O
the	O
beverage	B-POS
manager	I-POS
is	O
the	O
best	O
bartender	B-POS
i	O
have	O
yet	O
to	O
come	O
across	O
.	O

ambiance	B-POS
and	O
music	B-POS
funky	O
,	O
which	O
i	O
enjoy	O
